Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
19224.0,-2.4294485354671083,1.7092502768727451,-4.2085151813890525,1.8468152915281981,-1.9007459241151818,-2.954915157316955,-2.7765046419950803,-0.053683146022901806,-2.93043552249605,-5.369089995888569,4.317882200676049,-7.556504253494145,0.44339186562152166,-4.4280544070483,1.0824879463252781,-5.34691298212547,-5.848544360498096,-1.2078180949465784,1.1599584901568794,-0.14398992155626356,0.9275631857695126,0.20566710159554505,0.45051035492989167,-0.10711755489490893,0.2223285965094482,-0.12129110810570279,0.32524241998884285,0.29041234648642833,0.55,1
164725.0,0.1934935934304008,2.8837078937337868,-3.807530142492661,3.700540916482386,0.27043941998380894,-1.8976541918901861,-2.1431937147930897,-0.5149573349117342,-1.3891327795857302,-3.0404595085054567,0.9864863027130779,-1.1415605799256023,-1.3581796873769718,-4.455546743650794,0.709844315908301,-1.8349570319339912,-1.030732981010537,0.24045986313561296,0.07404836638175871,0.09004946866926375,0.19999900691603167,0.43384568815673774,-0.3354645005714851,-1.1439912954978129,0.4620573752560833,0.5624569678228326,0.38096303407655496,0.35563079577034873,12.18,1
35377.0,-5.070877033737985,1.0588369714869956,-5.523868962802412,3.775735268401921,0.4993990446552372,-1.404212310960213,-0.8568282206847491,1.3549865676459798,-1.5868712275656103,-3.6896507441805606,3.2236694316850505,-7.827994998514601,0.5332380028947841,-7.179974108746108,0.9678378217362809,-7.211152896212973,-5.972393605594166,0.16387439007657334,0.80399604156138,0.3543092762113135,-0.14302027543677187,-0.34883699986430905,0.7355206651504859,-0.6029058165918415,0.44301289460993976,-0.05226494371765934,0.3077044143564054,0.06928657349256459,9.54,1
158573.0,-1.0243760645752897,0.5653056356789616,-1.1723144211354097,0.4104813222254393,1.0770472077266078,-1.02671218940187,-1.0216124724630973,1.4316917457038134,-0.007374698581646522,-4.025413392257248,3.0598968302991203,0.6319390134199425,-0.34596838804703145,-3.6607935809555574,-0.8248422638258871,-1.2655005228423815,-4.258742515859059,1.0330490584523468,0.9508447482199393,0.05017207291213391,-0.2019247398132158,0.004283421369267914,-0.5052267890945581,-0.5579112649764167,0.023476419334113846,-0.5222668357861541,0.049223343132531905,0.26420000874056226,14.93,1
27032.0,-2.7373919215801257,-0.17739549335716243,-4.572498963462498,1.9705310471655757,0.6496124174084713,-1.1006029944925162,-3.0656355512029454,-0.28931027609324256,0.6735422085386502,-4.806854230200793,0.1526463231233488,0.568301052560257,-0.7286208791361515,-4.7222147958296485,0.7272533269188901,-2.2000260562810054,-3.092265159774759,-0.8158137978901954,0.26883750621070795,0.1410907411763083,-0.3831484737672216,0.0991530499610433,0.06579706512635089,-0.6099905620520345,-0.5563557911766592,-0.12339645156678372,0.5385248907476718,0.09753055765807442,36.26,1
48179.0,-3.618883860683223,5.932184022076623,-7.352965297542935,9.000325954500232,-3.5099842275382214,-1.9039669848754617,-10.620812128553567,1.8821227631531339,-2.1274662895095413,-2.13795066606731,4.520652529082379,-4.76504903560004,0.8522508116452587,-8.395097869881555,1.4773929349992565,-7.4381413835014705,-19.178992597884772,-6.3633816309675275,3.7252471678528467,-0.23851312430570698,1.0113685258612781,1.47107035432029,0.20607180950619086,0.16249321501330083,0.06958465861435276,-0.8459530037708513,0.6099936025089896,0.13401393238205972,2.34,1
52082.0,-4.512085866267312,1.5070521687789442,-2.8812181142157827,7.369080683068236,-1.4570370946742885,-2.7897441724839025,-3.530579426676626,0.503812759954333,-3.9849771565198617,-4.598809681585449,2.1845379944275014,-6.9530649992189755,-1.2968414833007675,-9.03631711980507,1.0221293306599604,-6.670071250317541,-5.468089357076162,-0.43101710478057764,1.1357713808669228,0.3649250812179525,1.5763878219970677,-1.036028463755577,-0.10135833771472863,-0.050813612188302104,-0.3076223717054434,0.6105357863013154,-0.05824229063378694,0.646710303555271,3.06,1
43953.0,-2.9520516590944808,3.1300196081263865,-2.311365046672802,6.680232961797264,-16.43631167314384,-4.604939667350833,-10.76085930212405,1.550585990843289,-1.95083049391916,-12.772805086595172,5.816244578985057,-14.75253224625278,0.9201250866842487,-11.186264124782829,0.09944340519180968,-10.75238262515967,-15.734291481078587,-6.781206578279878,2.7804534821594173,0.12003533616604505,1.0630616735240301,-0.6002841507077301,-0.44343206067279217,0.3929607524057964,0.17216242981696142,0.836263114922256,0.10640243656841983,-0.07973398650481325,20.59,1
54483.0,-13.609675211232599,4.088693453795386,-3.5605389440148514,7.571940663611591,-1.2012185613048616,-0.688622937271437,-13.302989728865306,1.545834428756123,-1.3158303558075102,-1.9293894972542807,3.4818659192531083,-7.793570125271645,2.4878169579492657,-9.96295790232094,0.41729537649643844,-11.70167801015334,-20.350070886698084,-8.562837991232229,-0.8411918594034814,-0.20981108468718385,0.4299554624272229,0.08335431017660169,-0.39711842579009016,0.019908745921312365,-0.13498414215112312,-0.3326882357079882,-0.6107898295936376,-0.6979065051977751,14.22,1
36805.0,-5.2264384832341,3.341403784077241,-7.5755750907568,7.789878591970312,-1.189521270463945,-3.1874790391001024,-3.9433269027026214,0.8866628752970266,-4.317873512192852,-3.6321087817095123,1.8902545053412219,-10.159109060382733,0.027971718958181402,-6.986855489623111,0.35603017979448703,-6.491540973077876,-10.512672512666615,-0.4134647317453959,1.1185836677396654,0.6504297881729109,1.414589800114427,-0.02535094954426271,-0.23622307435475476,-0.20570773611821322,0.385880771538662,0.4066274226757963,0.6913386380956416,0.37944338898948704,0.0,1
